Entity,Code,Day,people_vaccinated
Bolivia,BOL,2021-03-24,160904
Bolivia,BOL,2021-03-25,166737
Bolivia,BOL,2021-03-26,173264
Bolivia,BOL,2021-03-27,174799
Bolivia,BOL,2021-03-28,175169
Bolivia,BOL,2021-03-29,180484
Bolivia,BOL,2021-03-30,186985
Bolivia,BOL,2021-03-31,194880
Bolivia,BOL,2021-04-01,203103
Brazil,BRA,2021-01-16,0
Brazil,BRA,2021-01-17,112
Brazil,BRA,2021-01-18,1109
Brazil,BRA,2021-01-19,11470
Brazil,BRA,2021-01-20,28543
Brazil,BRA,2021-01-21,136519
Brazil,BRA,2021-01-22,245877
Brazil,BRA,2021-01-23,537774
Brazil,BRA,2021-01-24,604722
Brazil,BRA,2021-01-25,700608
Brazil,BRA,2021-01-26,848883
Brazil,BRA,2021-01-27,1129885
Brazil,BRA,2021-01-28,1450900
Brazil,BRA,2021-01-29,1656851
Brazil,BRA,2021-01-30,1923813
Brazil,BRA,2021-01-31,2046523
Brazil,BRA,2021-02-01,2107624
Brazil,BRA,2021-02-02,2292551
Brazil,BRA,2021-02-03,2521704
Brazil,BRA,2021-02-04,3073057
Brazil,BRA,2021-02-05,3074906
Brazil,BRA,2021-02-06,3399421
Brazil,BRA,2021-02-07,3534004
Brazil,BRA,2021-02-08,3579850
Brazil,BRA,2021-02-09,3786591
Brazil,BRA,2021-02-10,4069677
Brazil,BRA,2021-02-11,4326075
Brazil,BRA,2021-02-12,4586270
Brazil,BRA,2021-02-13,4946738
Brazil,BRA,2021-02-14,5042713
Brazil,BRA,2021-02-15,5076110
Brazil,BRA,2021-02-16,5324317
Brazil,BRA,2021-02-17,5326007
Brazil,BRA,2021-02-18,5482925
Brazil,BRA,2021-02-19,5640483
Brazil,BRA,2021-02-20,5756361
Brazil,BRA,2021-02-21,5817908
Brazil,BRA,2021-02-22,5857080
Brazil,BRA,2021-02-23,6002873
Brazil,BRA,2021-02-24,6116082
Brazil,BRA,2021-02-25,6202055
Brazil,BRA,2021-02-26,6346769
Brazil,BRA,2021-02-27,6437836
Brazil,BRA,2021-02-28,6518628
Brazil,BRA,2021-03-01,6542206
Brazil,BRA,2021-03-02,6806293
Brazil,BRA,2021-03-03,7114219
Brazil,BRA,2021-03-04,7417852
Brazil,BRA,2021-03-05,7701146
Brazil,BRA,2021-03-10,7851531
Brazil,BRA,2021-03-11,8092244
Brazil,BRA,2021-03-12,8360366
Brazil,BRA,2021-03-13,8512960
Brazil,BRA,2021-03-14,8561847
Brazil,BRA,2021-03-15,8919356
Brazil,BRA,2021-03-17,9451188
Brazil,BRA,2021-03-18,9709526
Brazil,BRA,2021-03-19,9970231
Brazil,BRA,2021-03-20,10099070
Brazil,BRA,2021-03-21,10168973
Brazil,BRA,2021-03-22,10609471
Brazil,BRA,2021-03-23,11559487
Brazil,BRA,2021-03-24,12148769
Brazil,BRA,2021-03-25,12639545
Brazil,BRA,2021-03-26,13053114
Brazil,BRA,2021-03-27,13487207
Brazil,BRA,2021-03-28,13659406
Brazil,BRA,2021-03-29,13988029
Brazil,BRA,2021-03-30,14112509
Brazil,BRA,2021-03-31,14921376
Brazil,BRA,2021-04-01,14990380
Brazil,BRA,2021-04-02,16099532
Bulgaria,BGR,2020-12-29,1719
Bulgaria,BGR,2020-12-30,4608
Bulgaria,BGR,2021-01-01,4739
Bulgaria,BGR,2021-01-05,5448
Bulgaria,BGR,2021-01-06,7913
Bulgaria,BGR,2021-01-07,11117
Bulgaria,BGR,2021-01-08,13355
Bulgaria,BGR,2021-01-09,13473
Bulgaria,BGR,2021-01-11,14161
Bulgaria,BGR,2021-01-12,15780
Bulgaria,BGR,2021-01-13,17038
Bulgaria,BGR,2021-01-14,17686
Bulgaria,BGR,2021-01-15,18126
Bulgaria,BGR,2021-01-16,18332
Bulgaria,BGR,2021-01-17,18453
Bulgaria,BGR,2021-01-18,18524
Bulgaria,BGR,2021-01-19,19058
Bulgaria,BGR,2021-01-20,19834
Bulgaria,BGR,2021-01-21,20719
Bulgaria,BGR,2021-01-22,21496
Bulgaria,BGR,2021-01-23,21509
Bulgaria,BGR,2021-01-24,21533
Bulgaria,BGR,2021-01-25,22129
Bulgaria,BGR,2021-01-26,23667
Bulgaria,BGR,2021-01-27,25245
Bulgaria,BGR,2021-01-28,26753
Bulgaria,BGR,2021-01-29,27856
Bulgaria,BGR,2021-01-30,27957
Bulgaria,BGR,2021-01-31,28041
Bulgaria,BGR,2021-02-01,28978
Bulgaria,BGR,2021-02-02,30817
Bulgaria,BGR,2021-02-03,33691
Bulgaria,BGR,2021-02-04,36929
Bulgaria,BGR,2021-02-05,39468
Bulgaria,BGR,2021-02-06,39624
Bulgaria,BGR,2021-02-07,39646
Bulgaria,BGR,2021-02-08,41407
Bulgaria,BGR,2021-02-09,44482
Bulgaria,BGR,2021-02-10,47551
Bulgaria,BGR,2021-02-11,51435
Bulgaria,BGR,2021-02-12,54123
Bulgaria,BGR,2021-02-13,54646
Bulgaria,BGR,2021-02-14,54690
Bulgaria,BGR,2021-02-15,56113
Bulgaria,BGR,2021-02-16,58562
Bulgaria,BGR,2021-02-17,61813
Bulgaria,BGR,2021-02-18,65073
Bulgaria,BGR,2021-02-19,77518
Bulgaria,BGR,2021-02-20,81433
Bulgaria,BGR,2021-02-21,92381
Bulgaria,BGR,2021-02-22,103111
Bulgaria,BGR,2021-02-23,118549
Bulgaria,BGR,2021-02-24,136454
Bulgaria,BGR,2021-02-25,153793
Bulgaria,BGR,2021-02-26,167258
Bulgaria,BGR,2021-02-27,172393
Bulgaria,BGR,2021-02-28,175066
Bulgaria,BGR,2021-03-01,184764
Bulgaria,BGR,2021-03-02,202247
Bulgaria,BGR,2021-03-03,206296
Bulgaria,BGR,2021-03-04,221832
Bulgaria,BGR,2021-03-05,234526
Bulgaria,BGR,2021-03-06,237067
Bulgaria,BGR,2021-03-07,238575
Bulgaria,BGR,2021-03-08,243479
Bulgaria,BGR,2021-03-09,250507
Bulgaria,BGR,2021-03-10,256410
Bulgaria,BGR,2021-03-11,270587
Bulgaria,BGR,2021-03-12,279324
Bulgaria,BGR,2021-03-13,280137
Bulgaria,BGR,2021-03-14,280462
Bulgaria,BGR,2021-03-15,281713
Bulgaria,BGR,2021-03-16,284266
Bulgaria,BGR,2021-03-17,286950
Bulgaria,BGR,2021-03-18,289311
Bulgaria,BGR,2021-03-19,293176
Bulgaria,BGR,2021-03-20,295794
Bulgaria,BGR,2021-03-21,297681
Bulgaria,BGR,2021-03-22,302517
Bulgaria,BGR,2021-03-23,310415
Bulgaria,BGR,2021-03-24,321332
Bulgaria,BGR,2021-03-25,332467
Bulgaria,BGR,2021-03-26,343120
Bulgaria,BGR,2021-03-27,346392
Bulgaria,BGR,2021-03-28,348327
Bulgaria,BGR,2021-03-29,355220
Bulgaria,BGR,2021-03-30,365650
Bulgaria,BGR,2021-03-31,377440
Bulgaria,BGR,2021-04-01,388595
Bulgaria,BGR,2021-04-02,398203
Cambodia,KHM,2021-02-09,0
Cambodia,KHM,2021-02-10,1492
Cambodia,KHM,2021-02-17,3236
Cambodia,KHM,2021-02-19,4609
Cambodia,KHM,2021-02-23,7770
Cambodia,KHM,2021-02-25,13101
Cambodia,KHM,2021-03-01,24331
Cambodia,KHM,2021-03-02,33211
Cambodia,KHM,2021-03-03,40910
Cambodia,KHM,2021-03-06,66847
Cambodia,KHM,2021-03-07,71185
Cambodia,KHM,2021-03-08,77963
Cambodia,KHM,2021-03-09,89506
Cambodia,KHM,2021-03-10,109854
Cambodia,KHM,2021-03-11,129908
Cambodia,KHM,2021-03-12,147591
Cambodia,KHM,2021-03-13,161818
Cambodia,KHM,2021-03-14,170659
Cambodia,KHM,2021-03-15,170659
Cambodia,KHM,2021-03-23,222726
Cambodia,KHM,2021-03-24,229079
Canada,CAN,2021-01-07,217273
Canada,CAN,2021-01-08,256601
Canada,CAN,2021-01-09,290361
Canada,CAN,2021-01-10,313719
Canada,CAN,2021-01-11,353165
Canada,CAN,2021-01-12,382447
Canada,CAN,2021-01-13,402889
Canada,CAN,2021-01-14,438354
Canada,CAN,2021-01-15,481146
Canada,CAN,2021-01-16,514511
Canada,CAN,2021-01-17,539581
Canada,CAN,2021-01-18,582756
Canada,CAN,2021-01-19,616464
Canada,CAN,2021-01-20,643014
Canada,CAN,2021-01-21,675500
Canada,CAN,2021-01-22,702469
Canada,CAN,2021-01-23,718481
Canada,CAN,2021-01-24,728570
Canada,CAN,2021-01-25,739668
Canada,CAN,2021-01-26,754001
Canada,CAN,2021-01-27,809128
Canada,CAN,2021-01-28,824083
Canada,CAN,2021-01-29,836024
Canada,CAN,2021-01-30,842711
Canada,CAN,2021-01-31,845339
Canada,CAN,2021-02-01,859175
Canada,CAN,2021-02-02,867115
Canada,CAN,2021-02-03,871335
Canada,CAN,2021-02-04,877629
Canada,CAN,2021-02-05,887398
Canada,CAN,2021-02-06,895383
Canada,CAN,2021-02-07,900713
Canada,CAN,2021-02-08,911312
Canada,CAN,2021-02-09,920458
Canada,CAN,2021-02-10,930286
Canada,CAN,2021-02-11,942589
Canada,CAN,2021-02-12,955013
Canada,CAN,2021-02-13,967606
Canada,CAN,2021-02-14,971168
Canada,CAN,2021-02-15,972779
Canada,CAN,2021-02-16,981148
Canada,CAN,2021-02-17,985975
Canada,CAN,2021-02-18,993291
Canada,CAN,2021-02-19,1016579
Canada,CAN,2021-02-20,1049514
Canada,CAN,2021-02-21,1078899
Canada,CAN,2021-02-22,1108564
Canada,CAN,2021-02-23,1138700
Canada,CAN,2021-02-24,1170515
Canada,CAN,2021-02-25,1212595
Canada,CAN,2021-02-26,1266731
Canada,CAN,2021-02-27,1320653
Canada,CAN,2021-02-28,1362034
Canada,CAN,2021-03-01,1407961
Canada,CAN,2021-03-02,1470034
Canada,CAN,2021-03-03,1537273
Canada,CAN,2021-03-04,1610535
Canada,CAN,2021-03-05,1693203
Canada,CAN,2021-03-06,1765405
Canada,CAN,2021-03-07,1821470
Canada,CAN,2021-03-08,1898266
Canada,CAN,2021-03-09,1964221
Canada,CAN,2021-03-10,2037806
Canada,CAN,2021-03-11,2131666
Canada,CAN,2021-03-12,2239490
Canada,CAN,2021-03-13,2340676
Canada,CAN,2021-03-14,2431332
Canada,CAN,2021-03-15,2550387
Canada,CAN,2021-03-16,2666388
Canada,CAN,2021-03-17,2799925
Canada,CAN,2021-03-18,2950647
Canada,CAN,2021-03-19,3107711
Canada,CAN,2021-03-20,3236471
Canada,CAN,2021-03-21,3324329
Canada,CAN,2021-03-22,3467046
Canada,CAN,2021-03-23,3585845
Canada,CAN,2021-03-24,3751505
Canada,CAN,2021-03-25,3934959
Canada,CAN,2021-03-26,4143640
Canada,CAN,2021-03-27,4304842
Canada,CAN,2021-03-28,4447302
Canada,CAN,2021-03-29,4629020
Canada,CAN,2021-03-30,4791415
Canada,CAN,2021-03-31,5004406
Canada,CAN,2021-04-01,5200717
Canada,CAN,2021-04-02,5271365
Cape Verde,CPV,2021-03-18,0
Cape Verde,CPV,2021-03-24,2184
Cayman Islands,CYM,2020-12-26,0
Cayman Islands,CYM,2021-02-04,7811
Cayman Islands,CYM,2021-02-09,8839
Cayman Islands,CYM,2021-02-10,8912
Cayman Islands,CYM,2021-02-12,9172
Cayman Islands,CYM,2021-02-17,9783
Cayman Islands,CYM,2021-02-19,10277
Cayman Islands,CYM,2021-02-20,10521
Cayman Islands,CYM,2021-02-23,12245
Cayman Islands,CYM,2021-02-24,12710
Cayman Islands,CYM,2021-03-05,17702
Cayman Islands,CYM,2021-03-12,21864
Cayman Islands,CYM,2021-03-16,24366
Cayman Islands,CYM,2021-03-18,25957
Cayman Islands,CYM,2021-03-19,26321
Cayman Islands,CYM,2021-03-22,27611
Cayman Islands,CYM,2021-03-24,28248
Cayman Islands,CYM,2021-03-25,28605
Cayman Islands,CYM,2021-03-29,29644
Cayman Islands,CYM,2021-03-31,30476
Cayman Islands,CYM,2021-04-01,30607
Chile,CHL,2020-12-24,420
Chile,CHL,2020-12-25,5198
Chile,CHL,2020-12-26,8338
Chile,CHL,2020-12-27,8649
Chile,CHL,2020-12-28,8649
Chile,CHL,2020-12-29,8649
Chile,CHL,2020-12-30,8649
Chile,CHL,2020-12-31,8649
Chile,CHL,2021-01-01,8649
Chile,CHL,2021-01-02,8649
Chile,CHL,2021-01-03,8649
Chile,CHL,2021-01-04,9054
Chile,CHL,2021-01-05,10497
Chile,CHL,2021-01-06,10702
Chile,CHL,2021-01-07,10702
Chile,CHL,2021-01-08,10702
Chile,CHL,2021-01-09,10702
Chile,CHL,2021-01-10,10702
Chile,CHL,2021-01-11,10702
Chile,CHL,2021-01-12,10702
Chile,CHL,2021-01-13,10703
Chile,CHL,2021-01-14,12821
Chile,CHL,2021-01-15,13778
Chile,CHL,2021-01-16,13801
Chile,CHL,2021-01-17,13801
Chile,CHL,2021-01-18,24846
Chile,CHL,2021-01-19,44201
Chile,CHL,2021-01-20,53510
Chile,CHL,2021-01-21,56572
Chile,CHL,2021-01-22,56984
Chile,CHL,2021-01-23,56984
Chile,CHL,2021-01-24,56984
Chile,CHL,2021-01-25,57001
Chile,CHL,2021-01-26,57022
Chile,CHL,2021-01-27,57023
Chile,CHL,2021-01-28,57023
Chile,CHL,2021-01-29,57023
Chile,CHL,2021-01-30,57023
Chile,CHL,2021-01-31,57023
Chile,CHL,2021-02-01,57023
Chile,CHL,2021-02-02,70212
Chile,CHL,2021-02-03,240555
Chile,CHL,2021-02-04,414601
Chile,CHL,2021-02-05,583229
Chile,CHL,2021-02-06,611102
Chile,CHL,2021-02-07,619737
Chile,CHL,2021-02-08,841167
Chile,CHL,2021-02-09,1083615
Chile,CHL,2021-02-10,1356096
Chile,CHL,2021-02-11,1607345
Chile,CHL,2021-02-12,1836542
Chile,CHL,2021-02-13,1866048
Chile,CHL,2021-02-14,1870513
Chile,CHL,2021-02-15,2136344
Chile,CHL,2021-02-16,2356338
Chile,CHL,2021-02-17,2544340
Chile,CHL,2021-02-18,2699576
Chile,CHL,2021-02-19,2841680
Chile,CHL,2021-02-20,2851318
Chile,CHL,2021-02-21,2852482
Chile,CHL,2021-02-22,2960592
Chile,CHL,2021-02-23,3054807
Chile,CHL,2021-02-24,3140827
Chile,CHL,2021-02-25,3226752
Chile,CHL,2021-02-26,3304857
Chile,CHL,2021-02-27,3314894
Chile,CHL,2021-02-28,3315249
Chile,CHL,2021-03-01,3452364
Chile,CHL,2021-03-02,3611277
Chile,CHL,2021-03-03,3769053
Chile,CHL,2021-03-04,3913682
Chile,CHL,2021-03-05,4049791
Chile,CHL,2021-03-06,4059462
Chile,CHL,2021-03-07,4060527
Chile,CHL,2021-03-08,4196816
Chile,CHL,2021-03-09,4335600
Chile,CHL,2021-03-10,4471116
Chile,CHL,2021-03-11,4642142
Chile,CHL,2021-03-12,4793001
Chile,CHL,2021-03-13,4817220
Chile,CHL,2021-03-14,4819918
Chile,CHL,2021-03-15,4977427
Chile,CHL,2021-03-16,5143599
Chile,CHL,2021-03-17,5294590
Chile,CHL,2021-03-18,5442795
Chile,CHL,2021-03-19,5582290
Chile,CHL,2021-03-20,5605428
Chile,CHL,2021-03-21,5608405
Chile,CHL,2021-03-22,5754566
Chile,CHL,2021-03-23,5904489
Chile,CHL,2021-03-24,6058020
Chile,CHL,2021-03-25,6215125
Chile,CHL,2021-03-26,6380568
Chile,CHL,2021-03-27,6393451
Chile,CHL,2021-03-28,6394417
Chile,CHL,2021-03-29,6545196
Chile,CHL,2021-03-30,6678418
Chile,CHL,2021-03-31,6804501
Chile,CHL,2021-04-01,6935376
Chile,CHL,2021-04-02,6937113
Colombia,COL,2021-03-13,749059
Colombia,COL,2021-03-14,803656
Colombia,COL,2021-03-15,868994
Colombia,COL,2021-03-16,928927
Colombia,COL,2021-03-17,971240
Colombia,COL,2021-03-18,1022604
Colombia,COL,2021-03-19,1077837
Colombia,COL,2021-03-20,1127570
Colombia,COL,2021-03-21,1157159
Colombia,COL,2021-03-22,1177935
Colombia,COL,2021-03-23,1236980
Colombia,COL,2021-03-24,1311229
Colombia,COL,2021-03-25,1359247
Colombia,COL,2021-03-26,1448180
Colombia,COL,2021-03-27,1550856
Colombia,COL,2021-03-28,1624565
Colombia,COL,2021-03-29,1736568
Colombia,COL,2021-03-30,1858823
Colombia,COL,2021-03-31,1957325
Colombia,COL,2021-04-01,1965935
Costa Rica,CRI,2021-01-15,24804
Costa Rica,CRI,2021-01-18,29257
Costa Rica,CRI,2021-01-25,45707
Costa Rica,CRI,2021-02-01,45863
Costa Rica,CRI,2021-02-08,46750
Costa Rica,CRI,2021-02-15,54395
Costa Rica,CRI,2021-02-22,57162
Costa Rica,CRI,2021-03-01,103695
Costa Rica,CRI,2021-03-08,151841
Costa Rica,CRI,2021-03-12,187826
Costa Rica,CRI,2021-03-15,190088
Costa Rica,CRI,2021-03-22,206198
Costa Rica,CRI,2021-03-24,213404
Costa Rica,CRI,2021-03-29,224092
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,2058
Cote d'Ivoire,CIV,2021-03-08,2924
Cote d'Ivoire,CIV,2021-03-09,4363
Cote d'Ivoire,CIV,2021-03-10,8802
Cote d'Ivoire,CIV,2021-03-14,14937
Cote d'Ivoire,CIV,2021-03-15,15181
Cote d'Ivoire,CIV,2021-03-16,17448
Cote d'Ivoire,CIV,2021-03-17,19113
Cote d'Ivoire,CIV,2021-03-18,20766
Cote d'Ivoire,CIV,2021-03-19,22443
Cote d'Ivoire,CIV,2021-03-20,24171
Cote d'Ivoire,CIV,2021-03-21,24639
Cote d'Ivoire,CIV,2021-03-22,24728
Cote d'Ivoire,CIV,2021-03-23,26079
Cote d'Ivoire,CIV,2021-03-24,27886
Cote d'Ivoire,CIV,2021-03-25,29535
Cote d'Ivoire,CIV,2021-03-26,31104
Cote d'Ivoire,CIV,2021-03-27,33395
Cote d'Ivoire,CIV,2021-03-29,34388
Cote d'Ivoire,CIV,2021-03-30,37367
Cote d'Ivoire,CIV,2021-03-31,40153
Cote d'Ivoire,CIV,2021-04-01,42725
Cote d'Ivoire,CIV,2021-04-02,45247
Croatia,HRV,2020-12-30,7864
Croatia,HRV,2021-01-03,12285
Croatia,HRV,2021-01-05,13798
Croatia,HRV,2021-01-07,20603
Croatia,HRV,2021-01-08,24985
Croatia,HRV,2021-01-09,30000
Croatia,HRV,2021-01-13,34553
Croatia,HRV,2021-01-14,38000
Croatia,HRV,2021-01-15,41532
Croatia,HRV,2021-01-16,45906
Croatia,HRV,2021-01-19,54304
Croatia,HRV,2021-01-25,58077
Croatia,HRV,2021-02-01,58829
Croatia,HRV,2021-02-03,59064
Croatia,HRV,2021-02-04,59593
Croatia,HRV,2021-02-09,61241
Croatia,HRV,2021-02-11,64775
Croatia,HRV,2021-02-15,67825
Croatia,HRV,2021-02-18,87169
Croatia,HRV,2021-02-22,108311
Croatia,HRV,2021-02-24,125771
Croatia,HRV,2021-02-25,135756
Croatia,HRV,2021-03-01,153085
Croatia,HRV,2021-03-04,182000
Croatia,HRV,2021-03-08,202167
Croatia,HRV,2021-03-12,233423
Croatia,HRV,2021-03-19,280622
Croatia,HRV,2021-03-22,311448
Croatia,HRV,2021-03-26,335916
Croatia,HRV,2021-03-29,348648
Croatia,HRV,2021-03-31,385724
Cyprus,CYP,2021-01-06,3901
Cyprus,CYP,2021-01-10,6035
Cyprus,CYP,2021-01-16,10226
Cyprus,CYP,2021-01-23,15322
Cyprus,CYP,2021-01-30,19618
Cyprus,CYP,2021-02-06,22813
Cyprus,CYP,2021-02-13,29592
Cyprus,CYP,2021-02-20,37570
Cyprus,CYP,2021-02-23,44239
Cyprus,CYP,2021-02-26,53617
Cyprus,CYP,2021-03-07,70534
Cyprus,CYP,2021-03-20,93475
Czechia,CZE,2020-12-27,1249
Czechia,CZE,2020-12-28,3542
Czechia,CZE,2020-12-29,6984
Czechia,CZE,2020-12-30,10450
Czechia,CZE,2020-12-31,11756
Czechia,CZE,2021-01-01,12016
Czechia,CZE,2021-01-02,13266
Czechia,CZE,2021-01-03,14179
Czechia,CZE,2021-01-04,17742
Czechia,CZE,2021-01-05,22235
Czechia,CZE,2021-01-06,28044
Czechia,CZE,2021-01-07,35992
Czechia,CZE,2021-01-08,45911
Czechia,CZE,2021-01-09,47918
Czechia,CZE,2021-01-10,49637
Czechia,CZE,2021-01-11,59412
Czechia,CZE,2021-01-12,72757
Czechia,CZE,2021-01-13,86223
Czechia,CZE,2021-01-14,101379
Czechia,CZE,2021-01-15,115289
Czechia,CZE,2021-01-16,118660
Czechia,CZE,2021-01-17,121252
Czechia,CZE,2021-01-18,133701
Czechia,CZE,2021-01-19,146130
Czechia,CZE,2021-01-20,159664
Czechia,CZE,2021-01-21,175148
Czechia,CZE,2021-01-22,189868
Czechia,CZE,2021-01-23,193132
Czechia,CZE,2021-01-24,195369
Czechia,CZE,2021-01-25,204968
Czechia,CZE,2021-01-26,215447
Czechia,CZE,2021-01-27,224414
Czechia,CZE,2021-01-28,231440
Czechia,CZE,2021-01-29,237610
Czechia,CZE,2021-01-30,238327
Czechia,CZE,2021-01-31,239026
Czechia,CZE,2021-02-01,242956
Czechia,CZE,2021-02-02,247066
Czechia,CZE,2021-02-03,251447
Czechia,CZE,2021-02-04,256308
Czechia,CZE,2021-02-05,261728
Czechia,CZE,2021-02-06,262562
Czechia,CZE,2021-02-07,263405
Czechia,CZE,2021-02-08,267408
Czechia,CZE,2021-02-09,272437
Czechia,CZE,2021-02-10,277943
Czechia,CZE,2021-02-11,284182
Czechia,CZE,2021-02-12,290873
Czechia,CZE,2021-02-13,292446
Czechia,CZE,2021-02-14,293431
Czechia,CZE,2021-02-15,299749
Czechia,CZE,2021-02-16,308345
Czechia,CZE,2021-02-17,317969
Czechia,CZE,2021-02-18,330193
Czechia,CZE,2021-02-19,341896
Czechia,CZE,2021-02-20,343804
Czechia,CZE,2021-02-21,344822
Czechia,CZE,2021-02-22,354864
Czechia,CZE,2021-02-23,367636
Czechia,CZE,2021-02-24,381373
Czechia,CZE,2021-02-25,399204
Czechia,CZE,2021-02-26,415190
Czechia,CZE,2021-02-27,418112
Czechia,CZE,2021-02-28,420434
Czechia,CZE,2021-03-01,439675
Czechia,CZE,2021-03-02,466328
Czechia,CZE,2021-03-03,496536
Czechia,CZE,2021-03-04,529052
Czechia,CZE,2021-03-05,557388
Czechia,CZE,2021-03-06,569282
Czechia,CZE,2021-03-07,580657
Czechia,CZE,2021-03-08,609813
Czechia,CZE,2021-03-09,645377
Czechia,CZE,2021-03-10,686065
Czechia,CZE,2021-03-11,730204
Czechia,CZE,2021-03-12,768372
Czechia,CZE,2021-03-13,785088
Czechia,CZE,2021-03-14,797009
Czechia,CZE,2021-03-15,824768
Czechia,CZE,2021-03-16,862893
Czechia,CZE,2021-03-17,899723
Czechia,CZE,2021-03-18,936727
Czechia,CZE,2021-03-19,970455
Czechia,CZE,2021-03-20,985101
Czechia,CZE,2021-03-21,992395
Czechia,CZE,2021-03-22,1016345
Czechia,CZE,2021-03-23,1042254
Czechia,CZE,2021-03-24,1068556
Czechia,CZE,2021-03-25,1094373
Czechia,CZE,2021-03-26,1118474
Czechia,CZE,2021-03-27,1126671
Czechia,CZE,2021-03-28,1132102
Czechia,CZE,2021-03-29,1150509
Czechia,CZE,2021-03-30,1174122
Czechia,CZE,2021-03-31,1196250
Czechia,CZE,2021-04-01,1219704
Czechia,CZE,2021-04-02,1226081
Denmark,DNK,2020-12-27,6414
Denmark,DNK,2020-12-28,8403
Denmark,DNK,2020-12-29,17259
Denmark,DNK,2020-12-30,28615
Denmark,DNK,2020-12-31,34710
Denmark,DNK,2021-01-01,37024
Denmark,DNK,2021-01-02,45809
Denmark,DNK,2021-01-03,51734
Denmark,DNK,2021-01-04,54123
Denmark,DNK,2021-01-05,67511
Denmark,DNK,2021-01-06,87065
Denmark,DNK,2021-01-07,104376
Denmark,DNK,2021-01-08,112748
Denmark,DNK,2021-01-09,114646
Denmark,DNK,2021-01-10,115459
Denmark,DNK,2021-01-11,116116
Denmark,DNK,2021-01-12,116578
Denmark,DNK,2021-01-13,129254
Denmark,DNK,2021-01-14,147075
Denmark,DNK,2021-01-15,162200
Denmark,DNK,2021-01-16,166787
Denmark,DNK,2021-01-17,169295
Denmark,DNK,2021-01-18,173151
Denmark,DNK,2021-01-19,175619
Denmark,DNK,2021-01-20,177118
Denmark,DNK,2021-01-21,178636
Denmark,DNK,2021-01-22,179299
Denmark,DNK,2021-01-23,180060
Denmark,DNK,2021-01-24,180669
Denmark,DNK,2021-01-25,180938
Denmark,DNK,2021-01-26,181151
Denmark,DNK,2021-01-27,181356
Denmark,DNK,2021-01-28,181584
Denmark,DNK,2021-01-29,182708
Denmark,DNK,2021-01-30,183917
Denmark,DNK,2021-01-31,185150
Denmark,DNK,2021-02-01,185902
Denmark,DNK,2021-02-02,187934
Denmark,DNK,2021-02-03,189473
Denmark,DNK,2021-02-04,190906
Denmark,DNK,2021-02-05,192490
Denmark,DNK,2021-02-06,193526
Denmark,DNK,2021-02-07,195435
Denmark,DNK,2021-02-08,197980
Denmark,DNK,2021-02-09,201532
Denmark,DNK,2021-02-10,204816
Denmark,DNK,2021-02-11,210480
Denmark,DNK,2021-02-12,222517
Denmark,DNK,2021-02-13,229070
Denmark,DNK,2021-02-14,235302
Denmark,DNK,2021-02-15,249169
Denmark,DNK,2021-02-16,262418
Denmark,DNK,2021-02-17,272903
Denmark,DNK,2021-02-18,284378
Denmark,DNK,2021-02-19,298292
Denmark,DNK,2021-02-20,308814
Denmark,DNK,2021-02-21,319639
Denmark,DNK,2021-02-22,333165
Denmark,DNK,2021-02-23,347585
Denmark,DNK,2021-02-24,361299
Denmark,DNK,2021-02-25,375768
Denmark,DNK,2021-02-26,411784
Denmark,DNK,2021-02-27,418465
Denmark,DNK,2021-02-28,429472
Denmark,DNK,2021-03-01,449266
Denmark,DNK,2021-03-02,465980
Denmark,DNK,2021-03-03,478987
Denmark,DNK,2021-03-04,496420
Denmark,DNK,2021-03-05,513072
Denmark,DNK,2021-03-06,527708
Denmark,DNK,2021-03-07,539771
Denmark,DNK,2021-03-08,549388
Denmark,DNK,2021-03-09,560316
Denmark,DNK,2021-03-10,572385
Denmark,DNK,2021-03-11,576982
Denmark,DNK,2021-03-12,580344
Denmark,DNK,2021-03-13,584880
Denmark,DNK,2021-03-14,586113
Denmark,DNK,2021-03-15,588948
Denmark,DNK,2021-03-16,595761
Denmark,DNK,2021-03-17,606484
Denmark,DNK,2021-03-18,621112
Denmark,DNK,2021-03-19,628874
Denmark,DNK,2021-03-20,631812
Denmark,DNK,2021-03-21,636742
Denmark,DNK,2021-03-22,640860
Denmark,DNK,2021-03-23,646969
Denmark,DNK,2021-03-24,656835
Denmark,DNK,2021-03-25,664571
Denmark,DNK,2021-03-26,670718
Denmark,DNK,2021-03-27,680716
Denmark,DNK,2021-03-28,691524
Denmark,DNK,2021-03-29,709418
Denmark,DNK,2021-03-30,731076
Denmark,DNK,2021-03-31,744145
Denmark,DNK,2021-04-01,748324
Dominica,DMA,2021-02-11,0
Dominica,DMA,2021-03-01,7202
Dominica,DMA,2021-03-11,13565
Dominica,DMA,2021-03-25,16058
Dominican Republic,DOM,2021-02-15,0
Dominican Republic,DOM,2021-02-16,385
Dominican Republic,DOM,2021-02-17,1379
Dominican Republic,DOM,2021-02-18,5328
Dominican Republic,DOM,2021-02-19,10200
Dominican Republic,DOM,2021-02-20,13087
Dominican Republic,DOM,2021-02-21,14264
Dominican Republic,DOM,2021-02-24,26400
Dominican Republic,DOM,2021-03-01,60000
Dominican Republic,DOM,2021-03-02,105000
Dominican Republic,DOM,2021-03-03,161827
Dominican Republic,DOM,2021-03-04,227719
